caliber,club,date,height,league,meta,person,place,position,positon,source,throws,type,weight
,Paterson,1914,,Atlantic,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/7,,player,
,Newark,1915,,Buckeye,,_subject,,1B,,morris/1915Buckeye/NewarkDailyAdvocate/8,,player,
,Newark,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/9,,player,
,Lancaster,,,Ohio State,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/9,,player,
,Newark,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/10,,player,
,Charleston,1912-1913,,South Atlantic,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/10,,player,
,Savannah,1914,,South Atlantic,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/10,,player,
,Newark,1915,,Buckeye,,_subject,,IF,,morris/1915Buckeye/NewarkDailyAdvocate/11,,player,
,Newark,1915,,Buckeye,,_subject,,IF,,morris/1915Buckeye/NewarkDailyAdvocate/12,,player,
,Newark,1915,,Buckeye,,_subject,,IF,,morris/1915Buckeye/NewarkDailyAdvocate/13,,player,
,Newark,1915,,Buckeye,,_subject,,IF,,morris/1915Buckeye/NewarkDailyAdvocate/14,,player,
,Newark,1915,,Buckeye,,_subject,,IF,,morris/1915Buckeye/NewarkDailyAdvocate/15,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/16,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/17,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/18,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/19,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/20,,player,
,Newark,1915,,Buckeye,,_subject,,C,,morris/1915Buckeye/NewarkDailyAdvocate/21,,player,
,Newark,1915,,Buckeye,,_subject,,C,,morris/1915Buckeye/NewarkDailyAdvocate/22,,player,
,Newark,1915,,Buckeye,,_subject,,OF,,morris/1915Buckeye/NewarkDailyAdvocate/23,,player,
,Newark,1915,,Buckeye,,_subject,,OF,,morris/1915Buckeye/NewarkDailyAdvocate/24,,player,
,Newark,1915,,Buckeye,,_subject,,OF,,morris/1915Buckeye/NewarkDailyAdvocate/25,,player,
,Newark,1915,,Buckeye,,_subject,,OF,,morris/1915Buckeye/NewarkDailyAdvocate/26,,player,
,Newark,1915,,Buckeye,,_subject,,OF,,morris/1915Buckeye/NewarkDailyAdvocate/27,,player,
,Newark,1915,,Buckeye,,_subject,,OF,,morris/1915Buckeye/NewarkDailyAdvocate/28,,player,
,Newark,1915,,Buckeye,,_subject,,OF,,morris/1915Buckeye/NewarkDailyAdvocate/29,,player,
,Newark,1915,,Buckeye,,_subject,,C,,morris/1915Buckeye/NewarkDailyAdvocate/30,,player,
,Newark,1915,,Buckeye,,_subject,,IF,,morris/1915Buckeye/NewarkDailyAdvocate/31,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/32,,player,
,Newark,1915,,Buckeye,,_subject,,1B,,morris/1915Buckeye/NewarkDailyAdvocate/33,,player,
,Newark,1915,,Buckeye,,_subject,,C,,morris/1915Buckeye/NewarkDailyAdvocate/34,,player,
,Newark,1908,,Ohio State,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/34,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/35,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/36,,player,
college,Bethany College,,,,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/36,,player,
,Newark,1915,,Buckeye,,_subject,,CF,,morris/1915Buckeye/NewarkDailyAdvocate/37,,player,
,Newark,1915,,Buckeye,,_subject,,1B,,morris/1915Buckeye/NewarkDailyAdvocate/38,,player,
,Newark,1915,,Buckeye,,_subject,,C,,morris/1915Buckeye/NewarkDailyAdvocate/39,,player,
,Chillicothe,1915,,Ohio State,,_subject,,C,,morris/1915Buckeye/NewarkDailyAdvocate/39,,player,
,Newark,1915,,Buckeye,,_subject,,CF,,morris/1915Buckeye/NewarkDailyAdvocate/40,,player,
,Newark,1915,,Buckeye,,_subject,,C,,morris/1915Buckeye/NewarkDailyAdvocate/41,,player,
,Jersey City,1914,,International,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/41,,player,
,Newark,1907,,Ohio-Pennsylvania,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/41,,player,
,Canton,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/42,,player,
,Newark,,,,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/42,,player,
,Akron,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/43,,player,
semi-pro,,1915,,South Carolina,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/43,,player,
,Newark,1915,,Buckeye,,_subject,,SS,,morris/1915Buckeye/NewarkDailyAdvocate/44,,player,
,Newark,1915,,Interstate,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/44,,player,
,Newark,1915,,Buckeye,,_subject,,CF,,morris/1915Buckeye/NewarkDailyAdvocate/45,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/46,,player,
,Akron,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/46,,player,
,Newark,1915,,Buckeye,,_subject,,1B,,morris/1915Buckeye/NewarkDailyAdvocate/47,,player,
,Newark,1915,,Buckeye,,_subject,,1B,,morris/1915Buckeye/NewarkDailyAdvocate/48,,player,
,Newark,1915,,Buckeye,,_subject,,OF,,morris/1915Buckeye/NewarkDailyAdvocate/49,,player,
,Newark,1915,,Buckeye,,_subject,,1B,,morris/1915Buckeye/NewarkDailyAdvocate/50,,player,
,Newark,1915,,Buckeye,,_subject,,1B,,morris/1915Buckeye/NewarkDailyAdvocate/51,,player,
,Newark,1915,,Buckeye,,_subject,,SS,,morris/1915Buckeye/NewarkDailyAdvocate/52,,player,
,Newark,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/53,,player,
,Newark,1915,,Buckeye,,_subject,,CF,,morris/1915Buckeye/NewarkDailyAdvocate/54,,player,
,Canton,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/55,,player,
,Newark,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/55,,player,
,Canton,1915,,Buckeye,,_subject,,1B,,morris/1915Buckeye/NewarkDailyAdvocate/56,,player,
,Newark,1915,,Buckeye,,_subject,,SS,,morris/1915Buckeye/NewarkDailyAdvocate/57,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/58,,player,
,Newark,1915,,Buckeye,,_subject,,SS,,morris/1915Buckeye/NewarkDailyAdvocate/59,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/60,,player,
,Newark,1915,,Buckeye,,_subject,,SS,,morris/1915Buckeye/NewarkDailyAdvocate/61,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/62,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/63,,player,
semi-pro,Bellefontaine,,,,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/63,,player,
,Newark,1915,,Buckeye,,_subject,,SS,,morris/1915Buckeye/NewarkDailyAdvocate/64,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/65,,player,
,Newark,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/66,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/67,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/68,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/69,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/70,,player,
college,Ohio University,1915,,,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/70,,player,
,Lima,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/71,,player,
college,Denison College,1915,,,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/71,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/72,,player,
,Dayton,1915,,Central,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/73,,player,
,Lima,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/73,,player,
,Lima,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/74,,player,
,Akron,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/75,,player,
,Findlay,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/76,,player,
,Lexington,,,Ohio State,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/76,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/77,,player,
,Lima,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/78,,manager,
,Lima,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/79,,manager,
,Lima,1915,,Buckeye,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/80,,manager,
,Akron,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/81,,player,
,Akron,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/82,,player,
,Columbus,,,Ohio State,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/82,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/83,,player,
semi-pro,Heisey,1915,,,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/83,,player,
,Akron,1915,,Buckeye,,_subject,,C,,morris/1915Buckeye/NewarkDailyAdvocate/84,,player,
,Newark,1915,,Buckeye,,_subject,,RF,,morris/1915Buckeye/NewarkDailyAdvocate/85,,player,
college,Denison College,1915,,,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/85,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/86,,player,
,,,,Ohio State,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/86,,player,
,Newark,1915,,Buckeye,,_subject,,P,,morris/1915Buckeye/NewarkDailyAdvocate/87,,player,
,Chillicothe,,,Ohio State,,_subject,,,,morris/1915Buckeye/NewarkDailyAdvocate/87,,player,
,Wheeling,1911,,Central,,_subject,,,,morris/1915Buckeye/UniontownMorningHerald/1,,player,
,Uniontown,1906,,Pennsylvania-Ohio-Maryland,,_subject,,,,morris/1915Buckeye/UniontownMorningHerald/1,,player,
college,Denison University,,,,,_subject,,,,morris/1915Buckeye/UniontownMorningHerald/1,,player,
college,Ohio State University,1911,,,,_subject,,,,morris/1915Buckeye/ZanesvilleTimesRecorder/1,,player,
,Zanesville,1913,,Interstate,,_subject,,P,,morris/1915Buckeye/ZanesvilleTimesRecorder/2,,player,
college,Muhlenberg College,1915,,,,_subject,,,,morris/1915NorthCarolinaState/AllentonDemocra/1,,player,
,Charlotte,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AllentonDemocra/1,,player,
college,Muhlenberg College,1915,,,,_subject,,P,,morris/1915NorthCarolinaState/AllentownMorningCall/1,,player,
,Raleigh,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AltoonaTribune/1,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/1,,player,
,Georgia State,1914,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/1,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/2,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/3,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/4,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/5,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/6,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/7,,player,
,Asheville,1915,,North Carolina State,,_subject,,1B,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/8,,player,
,Asheville,1915,,North Carolina State,,_subject,,C,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/9,,player,
,Asheville,1915,,North Carolina State,,_subject,,C,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/10,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/11,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/12,,player,
,Waycross,1914,,Georgia State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/12,,player,
,Waycross,1915,,Georgia State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/12,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/13,,player,
,Asheville,1915,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/14,,player,
,Asheville,1914,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/14,,player,
,Asheville,1915,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/15,,player,
college,Weaver College,1915,,,,_subject,"US, NC, Weaverville",,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/16,,player,
,Winston-Salem,1915,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/17,,player,
,Winston-Salem,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/18,,player,
college,Mars Hill College,,,,,_subject,,,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/18,,player,
,Charlotte,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/19,,player,
,Asheville,1915,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/20,,player,
,Greensboro,1915,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/20,,player,
,Durham,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/21,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleCitizenTimes/22,,player,
,Asheville,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleGazetteNews/1,,player,
,Columbia,1914,,South Atlantic,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleGazetteNews/1,,player,
college,Elon University,,,,,_subject,,,,morris/1915NorthCarolinaState/AshevilleGazetteNews/1,,player,
,Winston-Salem,1915,,North Carolina State,,_subject,,C,,morris/1915NorthCarolinaState/AshevilleGazetteNews/2,,player,
,Jersey City,1914,,International,,_subject,,C,,morris/1915NorthCarolinaState/AshevilleGazetteNews/2,,player,
,,,70,,,_subject,,,,morris/1915NorthCarolinaState/AshevilleGazetteNews/2,,,175
,Raleigh,1914,,North Carolina State,,_subject,,OF,,morris/1915NorthCarolinaState/AshevilleGazetteNews/3,,player,
,Durham,1915,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/AshevilleGazetteNews/4,,player,
,Asheville,1915,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/AshevilleGazetteNews/4,,player,
,Winston-Salem,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleGazetteNews/5,,player,
,,,,New York State,,_subject,,P,,morris/1915NorthCarolinaState/AshevilleGazetteNews/5,,player,
,Asheville,1915,,North Carolina State,,_subject,,CF,,morris/1915NorthCarolinaState/AshevilleGazetteNews/6,,player,
,Raleigh,1915,,North Carolina State,,_subject,,OF,,morris/1915NorthCarolinaState/AshevilleGazetteNews/7,,player,
,Asheville,1914,,North Carolina State,,_subject,,OF,,morris/1915NorthCarolinaState/AshevilleGazetteNews/7,,player,
,Brunswick,1914,,Georgia State,,_subject,,OF,,morris/1915NorthCarolinaState/AshevilleGazetteNews/7,,player,
,Traverse city,1914,,Michigan State,,_subject,,,,morris/1915NorthCarolinaState/AshevilleGazetteNews/8,,player,
,Winston-Salem,1915,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/AshevilleGazetteNews/8,,player,
college,Weaver College,1915,,,,_subject,"US, NC, Weaverville",,,morris/1915NorthCarolinaState/AshevilleGazetteNews/9,,player,
,Havana Reds,,,,,_subject,,,,morris/1915NorthCarolinaState/AtlantaConstitution/1,,player,
,Atlanta,1916,,Southern Association,,_subject,,C,,morris/1915NorthCarolinaState/AtlantaConstitution/1,,player,
,Atlanta,1916,,Southern Association,,_subject,,C,,morris/1915NorthCarolinaState/AtlantaConstitution/2,,player,
,Newnan,1916,,Georgia-Alabama,,_subject,,OF,,morris/1915NorthCarolinaState/AtlantaConstitution/2,,player,
college,Washington & Lee University,1914,,,,_subject,,P,,morris/1915NorthCarolinaState/AtlantaConstitution/3,,player,
college,University of Alabama,1915,,,,_subject,,P,,morris/1915NorthCarolinaState/AtlantaConstitution/4,,player,
,Americus,1915,,Florida-Alabama-Georgia,,_subject,,P,,morris/1915NorthCarolinaState/AtlantaConstitution/5,,player,
college,University of Alabama,,,,,_subject,,P,,morris/1915NorthCarolinaState/AtlantaConstitution/5,,player,
,,,,,,_subject,,3B,,morris/1915NorthCarolinaState/BigStoneGapPos/1,,,
,Havana Reds,,,,,_subject,,,,morris/1915NorthCarolinaState/BinghamtonPressSunBulletin/1,,player,
,Binghamton,1915,,New York State,,_subject,,,,morris/1915NorthCarolinaState/BinghamtonPressSunBulletin/1,,player,
,Winston-Salem,1915,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/BluefieldDailyTelegraph/1,,player,
,Clinchfield,1915,,,,_subject,,,,morris/1915NorthCarolinaState/BluefieldDailyTelegraph/1,,player,
,Winston-Salem,1915,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/BluefieldDailyTelegraph/2,,player,
,Clinchfield,1915,,,,_subject,,,,morris/1915NorthCarolinaState/BluefieldDailyTelegraph/2,,player,
,Winston-Salem,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/1,,player,
,,1914,,Michigan State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/1,,player,
,Asheville,1915,,North Carolina State,,_subject,,RF,,morris/1915NorthCarolinaState/CharlotteNews/2,,player,
,Durham,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/3,,player,
college,Davidson College,,,,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/3,,player,
,Charlotte,1915,,North Carolina State,,_subject,,2B,,morris/1915NorthCarolinaState/CharlotteNews/4,,player,
college,Davidson College,1915,,,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/4,,player,
college,Davidson College,1914,,,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/4,,player,
college,Davidson College,1913,,,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/4,,player,
college,Davidson College,1912,,,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/4,,player,
,Charlotte,1915,,North Carolina State,,_subject,,C,,morris/1915NorthCarolinaState/CharlotteNews/5,,player,
,Asheville,1915,,North Carolina State,,_subject,,C,,morris/1915NorthCarolinaState/CharlotteNews/6,,player,
,Long Branch Cubans,1914,,Atlantic,,_subject,,C,,morris/1915NorthCarolinaState/CharlotteNews/6,,player,
,Charlotte,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/7,,player,
college,Elon College,,,,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/7,,player,
,Winston-Salem,1913,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/8,,player,
,Savannah,1914,,South Atlantic,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/8,,player,
,New York,1915,,National,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/8,,player,
,Charlotte,1915,,North Carolina State,,_subject,,SS,,morris/1915NorthCarolinaState/CharlotteNews/9,,player,
college,University of Alabama,,,,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/9,,player,
,Charlotte,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/10,,player,
,,1914,,Kansas State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/10,,player,
,Charlotte,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/11,,player,
,Durham,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/11,,player,
,Charlotte,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/12,,player,
,Charlotte,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/13,,player,
,Charlotte,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/14,,player,
semi-pro,Anderson,1914,,Piedmont,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/14,,player,
,Charlotte,1915,,North Carolina State,,_subject,,C,,morris/1915NorthCarolinaState/CharlotteNews/15,,player,
,,1914,,Georgia State,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/15,,player,
college,University of Alabama,,,,,_subject,,C,,morris/1915NorthCarolinaState/CharlotteNews/15,,player,
,Charlotte,1915,,North Carolina State,,_subject,,OF/1B,,morris/1915NorthCarolinaState/CharlotteNews/16,,player,
,,1914,,Atlantic,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/16,,player,
,Charlotte,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/17,,player,
,,1914,,Atlantic,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/17,,player,
,Charlotte,1915,,North Carolina State,,_subject,,OF,,morris/1915NorthCarolinaState/CharlotteNews/18,,player,
,Charlotte,1915,,North Carolina State,,_subject,,,,morris/1915NorthCarolinaState/CharlotteNews/18,,manager,
,Charlotte,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteNews/19,,player,
,Greensboro,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteObserver/1,,player,
,Greensboro,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteObserver/2,,player,
,Greensboro,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteObserver/3,,player,
,Greensboro,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteObserver/4,,player,
,Greensboro,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteObserver/5,,player,
,Greensboro,1915,,North Carolina State,,_subject,,P,,morris/1915NorthCarolinaState/CharlotteObserver/6,,player,
